index,mid,display_name,threshold
286,/m/0j6m2,Stream,0.244035527
287,/m/0j2kx,Waterfall,0.246880203
288,/m/05kq4,Ocean,0.323650539
289,/m/034srq,"Waves, surf",0.338499546
290,/m/06wzb,Steam,0.369944096
291,/m/07swgks,Gurgling,0.096132152
292,/m/02_41,Fire,0.063047104
293,/m/07pzfmf,Crackle,0.074694604
294,/m/07yv9,Vehicle,0.61871177
295,/m/019jd,"Boat, Water vehicle",0.179446802
296,/m/0hsrw,"Sailboat, sailing ship",0.187928498
297,/m/056ks2,"Rowboat, canoe, kayak",0.179120854
298,/m/02rlv9,"Motorboat, speedboat",0.128375039
299,/m/06q74,Ship,0.112537846
300,/m/012f08,Motor vehicle (road),0.162375972
301,/m/0k4j,Car,0.48143366
302,/m/0912c9,"Vehicle horn, car horn, honking",0.384600937
303,/m/07qv_d5,Toot,0.386194468
304,/m/02mfyn,Car alarm,0.097251847
305,/m/04gxbd,"Power windows, electric windows",0.176437467
306,/m/07rknqz,Skidding,0.275554746
307,/m/0h9mv,Tire squeal,0.219990492
308,/t/dd00134,Car passing by,0.115634248
309,/m/0ltv,"Race car, auto racing",0.382500648
310,/m/07r04,Truck,0.273021817
311,/m/0gvgw0,Air brake,0.138077229
312,/m/05x_td,"Air horn, truck horn",0.218268767
313,/m/02rhddq,Reversing beeps,0.093336672
314,/m/03cl9h,"Ice cream truck, ice cream van",0.078854173
315,/m/01bjv,Bus,0.12708573
316,/m/03j1ly,Emergency vehicle,0.351332217
317,/m/04qvtq,Police car (siren),0.432965875
318,/m/012n7d,Ambulance (siren),0.282593876
319,/m/012ndj,"Fire engine, fire truck (siren)",0.278387576
320,/m/04_sv,Motorcycle,0.20692268
321,/m/0btp2,"Traffic noise, roadway noise",0.102626778
322,/m/06d_3,Rail transport,0.487690419
323,/m/07jdr,Train,0.05
324,/m/04zmvq,Train whistle,0.324747264
325,/m/0284vy3,Train horn,0.422004044
326,/m/01g50p,"Railroad car, train wagon",0.467045546
327,/t/dd00048,Train wheels squealing,0.221710682
328,/m/0195fx,"Subway, metro, underground",0.190360218
329,/m/0k5j,Aircraft,0.299334228
330,/m/014yck,Aircraft engine,0.252298236
331,/m/04229,Jet engine,0.296206057
332,/m/02l6bg,"Propeller, airscrew",0.16553238
333,/m/09ct_,Helicopter,0.156141818
334,/m/0cmf2,"Fixed-wing aircraft, airplane",0.298614621
335,/m/0199g,Bicycle,0.074093737
336,/m/06_fw,Skateboard,0.17546545
337,/m/02mk9,Engine,0.387351185
338,/t/dd00065,Light engine (high frequency),0.096594892
339,/m/08j51y,"Dental drill, dentist's drill",0.056031898
340,/m/01yg9g,Lawn mower,0.136818618
341,/m/01j4z9,Chainsaw,0.225480139
342,/t/dd00066,Medium engine (mid frequency),0.232694268
343,/t/dd00067,Heavy engine (low frequency), 0.123488508
344,/m/01h82_,Engine knocking,0.144582197
345,/t/dd00130,Engine starting,0.354518861
346,/m/07pb8fc,Idling,0.290382713
347,/m/07q2z82,"Accelerating, revving, vroom",0.203454256
348,/m/02dgv,Door,0.315597534
349,/m/03wwcy,Doorbell,0.3486166
350,/m/07r67yg,Ding-dong,0.21867843
351,/m/02y_763,Sliding door,0.17909281
352,/m/07rjzl8,Slam,0.189475045
353,/m/07r4wb8,Knock,0.085836619
354,/m/07qcpgn,Tap,0.147365272
355,/m/07q6cd_,Squeak,0.063325681
356,/m/0642b4,Cupboard open or close,0.084238157
357,/m/0fqfqc,Drawer open or close,0.169087112
358,/m/04brg2,"Dishes, pots, and pans",0.447392136
359,/m/023pjk,"Cutlery, silverware",0.400630862
360,/m/07pn_8q,Chopping (food),0.059041321
361,/m/0dxrf,Frying (food),0.496444315
362,/m/0fx9l,Microwave oven,0.069656625
363,/m/02pjr4,Blender,0.235500246
364,/m/02jz0l,"Water tap, faucet",0.303930074
365,/m/0130jx,Sink (filling or washing),0.265050173
366,/m/03dnzn,Bathtub (filling or washing),0.200963676
367,/m/03wvsk,Hair dryer,0.384524018
368,/m/01jt3m,Toilet flush,0.325801611
369,/m/012xff,Toothbrush,0.019311575
370,/m/04fgwm,Electric toothbrush,0.1339968
371,/m/0d31p,Vacuum cleaner,0.19708319
372,/m/01s0vc,Zipper (clothing),0.06996157
373,/m/03v3yw,Keys jangling,0.189677477
374,/m/0242l,Coin (dropping),0.285103798
375,/m/01lsmm,Scissors,0.132798031
376,/m/02g901,"Electric shaver, electric razor",0.301772743
377,/m/05rj2,Shuffling cards,0.070550777
378,/m/0316dw,Typing,0.554699242
379,/m/0c2wf,Typewriter,0.280794621
380,/m/01m2v,Computer keyboard,0.617722034
381,/m/081rb,Writing,0.050774451
382,/m/07pp_mv,Alarm,0.371867567
383,/m/07cx4,Telephone,0.354798466
384,/m/07pp8cl,Telephone bell ringing,0.46751529
385,/m/01hnzm,Ringtone,0.174754292
386,/m/02c8p,"Telephone dialing, DTMF",0.463954329
387,/m/015jpf,Dial tone,0.54632026
388,/m/01z47d,Busy signal,0.141894847
389,/m/046dlr,Alarm clock,0.260299116
390,/m/03kmc9,Siren,0.243918046
391,/m/0dgbq,Civil defense siren,0.289382815
392,/m/030rvx,Buzzer,0.14346455
393,/m/01y3hg,"Smoke detector, smoke alarm", 0.321305007
394,/m/0c3f7m,Fire alarm,0.315309227
395,/m/04fq5q,Foghorn,0.071005449
396,/m/0l156k,Whistle,0.252787769
397,/m/06hck5,Steam whistle,0.37333259
398,/t/dd00077,Mechanisms,0.156226665
399,/m/02bm9n,"Ratchet, pawl",0.212517902
400,/m/01x3z,Clock,0.263694137
401,/m/07qjznt,Tick,0.203262269
402,/m/07qjznl,Tick-tock,0.3612324
403,/m/0l7xg,Gears,0.108477362
404,/m/05zc1,Pulleys,0.018109933
405,/m/0llzx,Sewing machine,0.425129175
406,/m/02x984l,Mechanical fan,0.076244779
407,/m/025wky1,Air conditioning,0.085429914
408,/m/024dl,Cash register,0.212127492
409,/m/01m4t,Printer,0.139732093
410,/m/0dv5r,Camera,0.221891642
411,/m/07bjf,Single-lens reflex camera,0.094002508
412,/m/07k1x,Tools,0.270691961
413,/m/03l9g,Hammer,0.122144006
414,/m/03p19w,Jackhammer,0.159390241
415,/m/01b82r,Sawing,0.273562044
416,/m/02p01q,Filing (rasp),0.242312476
417,/m/023vsd,Sanding,0.131467342
418,/m/0_ksk,Power tool,0.27124989
419,/m/01d380,Drill,0.327001512
420,/m/014zdl,Explosion,0.246982485
421,/m/032s66,"Gunshot, gunfire",0.274078786
422,/m/04zjc,Machine gun,0.41274935
423,/m/02z32qm,Fusillade,0.242372468
424,/m/0_1c,Artillery fire,0.239608631
425,/m/073cg4,Cap gun,0.226551458
426,/m/0g6b5,Fireworks,0.257660568
427,/g/122z_qxw,Firecracker,0.240311772
428,/m/07qsvvw,"Burst, pop",0.14886722
429,/m/07pxg6y,Eruption,0.105139807
430,/m/07qqyl4,Boom,0.418254107
431,/m/083vt,Wood,0.258548886
432,/m/07pczhz,Chop,0.130496129
433,/m/07pl1bw,Splinter,0.044245046
434,/m/07qs1cx,Crack,0.100706682
435,/m/039jq,Glass,0.167997286
436,/m/07q7njn,"Chink, clink",0.173519179
437,/m/07rn7sz,Shatter,0.398548841
438,/m/04k94,Liquid,0.204431549
439,/m/07rrlb6,"Splash, splatter",0.339683443
440,/m/07p6mqd,Slosh,0.140614495
441,/m/07qlwh6,Squish,0.090667889
442,/m/07r5v4s,Drip,0.159935892
443,/m/07prgkl,Pour,0.21663636
444,/m/07pqc89,"Trickle, dribble",0.177726403
445,/t/dd00088,Gush,0.101941027
446,/m/07p7b8y,Fill (with liquid),0.134252861
447,/m/07qlf79,Spray,0.101014763
448,/m/07ptzwd,Pump (liquid),0.096536674
449,/m/07ptfmf,Stir,0.502062023
450,/m/0dv3j,Boiling,0.072351612
451,/m/0790c,Sonar,0.224648193
452,/m/0dl83,Arrow,0.133135632
453,/m/07rqsjt,"Whoosh, swoosh, swish",0.08842659
454,/m/07qnq_y,"Thump, thud",0.184166759
455,/m/07rrh0c,Thunk,0.356837004
456,/m/0b_fwt,Electronic tuner,0.174774379
457,/m/02rr_,Effects unit,0.325970948
458,/m/07m2kt,Chorus effect,0.112906352
459,/m/018w8,Basketball bounce,0.176170349
460,/m/07pws3f,Bang,0.077220127
461,/m/07ryjzk,"Slap, smack",0.146909401
462,/m/07rdhzs,"Whack, thwack",0.183542639
463,/m/07pjjrj,"Smash, crash",0.161734805
464,/m/07pc8lb,Breaking,0.343452632
465,/m/07pqn27,Bouncing,0.026883934
466,/m/07rbp7_,Whip,0.115855664
467,/m/07pyf11,Flap,0.040026832
468,/m/07qb_dv,Scratch,0.116082206
469,/m/07qv4k0,Scrape,0.085538633
470,/m/07pdjhy,Rub,0.319610268
471,/m/07s8j8t,Roll,0.085861668
472,/m/07plct2,Crushing,0.045119323
473,/t/dd00112,"Crumpling, crinkling",0.453958571
474,/m/07qcx4z,Tearing,0.247198448
475,/m/02fs_r,"Beep, bleep",0.207098469
476,/m/07qwdck,Ping,0.060113803
477,/m/07phxs1,Ding,0.259459108
478,/m/07rv4dm,Clang,0.09959434
479,/m/07s02z0,Squeal,0.061658584
480,/m/07qh7jl,Creak,0.011485431
481,/m/07qwyj0,Rustle,0.062489577
482,/m/07s34ls,Whir,0.070328631
483,/m/07qmpdm,Clatter,0.086530887
484,/m/07p9k1k,Sizzle,0.379612952
485,/m/07qc9xj,Clicking,0.095380723
486,/m/07rwm0c,Clickety-clack,0.315681338
487,/m/07phhsh,Rumble,0.088044569
488,/m/07qyrcz,Plop,0.383814484
489,/m/07qfgpx,"Jingle, tinkle",0.218950465
490,/m/07rcgpl,Hum,0.195067123
491,/m/07p78v5,Zing,0.091545887
492,/t/dd00121,Boing,0.526967525
493,/m/07s12q4,Crunch,0.176332623
494,/m/028v0c,Silence,0.438278347
495,/m/01v_m0,Sine wave,0.230977759
496,/m/0b9m1,Harmonic,0.027165079
497,/m/0hdsk,Chirp tone,0.128388375
498,/m/0c1dj,Sound effect,0.088372767
499,/m/07pt_g0,Pulse,0.023377132
500,/t/dd00125,"Inside, small room",0.289901823
501,/t/dd00126,"Inside, large room or hall",0.110736884
502,/t/dd00127,"Inside, public space",0.085936405
503,/t/dd00128,"Outside, urban or manmade",0.152951151
504,/t/dd00129,"Outside, rural or natural",0.130573094
505,/m/01b9nn,Reverberation,0.068756551
506,/m/01jnbd,Echo,0.082826756
507,/m/096m7z,Noise,0.113706246
508,/m/06_y0by,Environmental noise,0.165826917
509,/m/07rgkc5,Static,0.080373839
510,/m/06xkwv,Mains hum,0.05315442
511,/m/0g12c5,Distortion,0.165851399
512,/m/08p9q4,Sidetone,0.059336774
513,/m/07szfh9,Cacophony,0.077936336
514,/m/0chx_,White noise,0.131008565
515,/m/0cj0r,Pink noise,0.430678964
516,/m/07p_0gm,Throbbing,0.233170211
517,/m/01jwx6,Vibration,0.129959524
518,/m/07c52,Television,0.085169442
519,/m/06bz3,Radio,0.132174551
520,/m/07hvw1,Field recording,0.051390097
